"town","tract","lon","lat","medv","cmedv","crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat"
"Braintree",4194,-71.6361,42.9713375,18.5,18.5,0.28392,0,7.38,"0",0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74
"Braintree",4195,-71.6422,42.9603375,25,25,0.34109,0,7.38,"0",0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12
"Braintree",4196,-71.6527,42.9404375,24.6,24.6,0.19186,0,7.38,"0",0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08
"Braintree",4197,-71.6522,42.9513375,23,23,0.30347,0,7.38,"0",0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15
"Braintree",4198,-71.6627,42.9553375,22.2,22.2,0.24103,0,7.38,"0",0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79
"Brookline",4001,-71.4907666666667,42.8151333333333,50,50,0.61154,20,3.97,"0",0.647,8.704,86.9,1.801,5,264,13,389.7,5.12
"Brookline",4002,-71.4955666666667,42.8155333333333,36,36,0.66351,20,3.97,"0",0.647,7.333,100,1.8946,5,264,13,383.29,7.79
"Brookline",4003,-71.4993666666667,42.8153333333333,30.1,30.1,0.65665,20,3.97,"0",0.647,6.842,100,2.0107,5,264,13,391.93,6.9
"Brookline",4004,-71.5028666666667,42.8118333333333,33.8,33.8,0.54011,20,3.97,"0",0.647,7.203,81.8,2.1121,5,264,13,392.8,9.59
"Brookline",4005,-71.5018666666667,42.8098333333333,43.1,43.1,0.53412,20,3.97,"0",0.647,7.52,89.4,2.1398,5,264,13,388.37,7.26
"Brookline",4006,-71.5063666666667,42.8078333333333,48.8,48.8,0.52014,20,3.97,"0",0.647,8.398,91.5,2.2885,5,264,13,386.86,5.91
"Brookline",4007,-71.4978666666667,42.8058333333333,31,31,0.82526,20,3.97,"0",0.647,7.327,94.5,2.0788,5,264,13,393.42,11.25
"Brookline",4008,-71.4938666666667,42.8108333333333,36.5,36.5,0.55007,20,3.97,"0",0.647,7.206,91.6,1.9301,5,264,13,387.89,8.1
"Brookline",4009,-71.4928666666667,42.8078333333333,22.8,22.8,0.76162,20,3.97,"0",0.647,5.56,62.8,1.9865,5,264,13,392.4,10.45
"Brookline",4010,-71.4953666666667,42.8043333333333,30.7,30.7,0.7857,20,3.97,"0",0.647,7.014,84.6,2.1329,5,264,13,384.07,14.79
"Brookline",4011,-71.5078666666667,42.8003333333333,50,50,0.57834,20,3.97,"0",0.575,8.297,67,2.4216,5,264,13,384.54,7.44
"Brookline",4012,-71.5153666666667,42.8153333333333,43.5,43.5,0.5405,20,3.97,"0",0.575,7.47,52.6,2.872,5,264,13,390.3,3.16
"Burlington",3321,-71.220125,42.54255,24.2,24.2,0.08826,0,10.81,"0",0.413,6.417,6.6,5.2873,4,305,19.2,383.73,6.72
"Burlington",3322,-71.208625,42.52735,21.7,21.7,0.15876,0,10.81,"0",0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88
"Burlington",3323,-71.229125,42.53155,22.8,22.8,0.09164,0,10.81,"0",0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52
"Burlington",3324,-71.222125,42.51855,23.4,23.4,0.19539,0,10.81,"0",0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54
"Cambridge",3521,-71.3101733333333,42.6374633333333,13.4,13.4,3.32105,0,19.58,"1",0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82
"Cambridge",3522,-71.3140733333333,42.6382633333333,15.6,15.6,4.0974,0,19.58,"0",0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42
"Cambridge",3523,-71.3131733333333,42.6357633333333,11.8,11.8,2.77974,0,19.58,"0",0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29
"Cambridge",3524,-71.3161733333333,42.6342633333333,13.8,13.8,2.37934,0,19.58,"0",0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8
"Cambridge",3525,-71.3211733333333,42.6362633333333,15.6,15.6,2.15505,0,19.58,"0",0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65
"Cambridge",3526,-71.3176733333333,42.6374633333333,14.6,14.6,2.36862,0,19.58,"0",0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53
"Cambridge",3527,-71.3188733333333,42.6392633333333,17.8,17.8,2.33099,0,19.58,"0",0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32
"Cambridge",3528,-71.3201733333333,42.6382633333333,15.4,15.4,2.73397,0,19.58,"0",0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45
"Cambridge",3529,-71.3241733333333,42.6388633333333,21.5,21.5,1.6566,0,19.58,"0",0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1
"Cambridge",3530,-71.3243733333333,42.6357633333333,19.6,19.6,1.49632,0,19.58,"0",0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28
"Cambridge",3531,-71.3211733333333,42.6322633333333,15.3,15.3,1.12658,0,19.58,"1",0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12
"Cambridge",3532,-71.3266733333333,42.6302633333333,19.4,19.4,2.14918,0,19.58,"0",0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79
"Cambridge",3533,-71.3283733333333,42.6314633333333,17,17,1.41385,0,19.58,"1",0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12
"Cambridge",3534,-71.3301733333333,42.6302633333333,15.6,15.6,3.53501,0,19.58,"1",0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02
"Cambridge",3535,-71.3288733333333,42.6352633333333,13.1,13.1,2.44668,0,19.58,"0",0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14
"Cambridge",3536,-71.3311733333333,42.6437633333333,41.3,41.3,1.22358,0,19.58,"0",0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59
"Cambridge",3537,-71.3291733333333,42.6397633333333,24.3,24.3,1.34284,0,19.58,"0",0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43
"Cambridge",3538,-71.3271733333333,42.6375633333333,23.3,23.3,1.42502,0,19.58,"0",0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39
"Cambridge",3539,-71.3321733333333,42.6366633333333,27,27,1.27346,0,19.58,"1",0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5
"Cambridge",3540,-71.3356733333333,42.6434633333333,50,50,1.46336,0,19.58,"0",0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73
"Cambridge",3541,-71.3391733333333,42.6402633333333,50,50,1.83377,0,19.58,"1",0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92
"Cambridge",3542,-71.3436733333333,42.6402633333333,50,50,1.51902,0,19.58,"1",0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32
"Cambridge",3543,-71.3539733333333,42.6417633333333,22.7,22.7,2.24236,0,19.58,"0",0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64
"Cambridge",3544,-71.3441733333333,42.6447633333333,25,25,2.924,0,19.58,"0",0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81
"Cambridge",3545,-71.3391733333333,42.6457633333333,50,50,2.01019,0,19.58,"0",0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7
"Cambridge",3546,-71.3487733333333,42.6497633333333,23.8,23.8,1.80028,0,19.58,"0",0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14
"Cambridge",3547,-71.3361733333333,42.6483633333333,23.8,23.8,2.3004,0,19.58,"0",0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1
"Cambridge",3548,-71.3396733333333,42.6503633333333,22.3,22.3,2.44953,0,19.58,"0",0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32
"Cambridge",3549,-71.3431733333333,42.6520633333333,17.4,17.4,1.20742,0,19.58,"0",0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43
"Cambridge",3550,-71.3413733333333,42.6542633333333,19.1,19.1,2.3139,0,19.58,"0",0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03
"Canton",4151,-71.6286666666667,42.9193333333333,22,22,0.03537,34,6.09,"0",0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5
"Canton",4152,-71.6036666666667,42.9263333333333,26.4,26.4,0.09266,34,6.09,"0",0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67
"Canton",4153,-71.6276666666667,42.9443333333333,33.1,33.1,0.1,34,6.09,"0",0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86
"Chelsea",1601,-71.93652,43.24688,15.2,15.2,0.15086,0,27.74,"0",0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
"Chelsea",1602,-71.94042,43.24598,7,7,0.18337,0,27.74,"0",0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
"Chelsea",1604,-71.94212,43.24928,8.1,8.1,0.20746,0,27.74,"0",0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68
"Chelsea",1605,-71.93362,43.25068,13.6,13.6,0.10574,0,27.74,"0",0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
"Chelsea",1606,-71.94732,43.25718,20.1,20.1,0.11132,0,27.74,"0",0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35
"Cohasset",4231,-71.69,43,32.7,32.7,0.01301,35,1.52,"0",0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49
"Concord",3611,-71.3826666666667,42.6938333333333,33.3,33.3,0.04011,80,1.52,"0",0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08
"Concord",3612,-71.4026666666667,42.6948333333333,30.3,30.3,0.04666,80,1.52,"0",0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61
"Concord",3613,-71.3846666666667,42.7113333333333,34.6,34.6,0.03768,80,1.52,"0",0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62
"Danvers",2111,-71.1185,42.433825,19.7,19.7,0.08873,21,5.64,"0",0.439,5.963,45.7,6.8147,4,243,16.8,395.56,13.45
"Danvers",2112,-71.1305,42.438025,20.5,20.5,0.04337,21,5.64,"0",0.439,6.115,63,6.8147,4,243,16.8,393.97,9.43
"Danvers",2113,-71.1255,42.445825,25,25,0.0536,21,5.64,"0",0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28
"Danvers",2114,-71.1455,42.442325,23.4,23.4,0.04981,21,5.64,"0",0.439,5.998,21.4,6.8147,4,243,16.8,396.9,8.43
"Dedham",4021,-71.50916,42.8288,20.7,20.7,0.09065,20,6.96,"1",0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65
"Dedham",4022,-71.49816,42.8158,21.1,21.1,0.29916,20,6.96,"0",0.464,5.856,42.1,4.429,3,223,18.6,388.65,13
"Dedham",4023,-71.50516,42.8103,25.2,25.2,0.16211,20,6.96,"0",0.464,6.24,16.3,4.429,3,223,18.6,396.9,6.59
"Dedham",4024,-71.50936,42.8193,24.4,24.4,0.1146,20,6.96,"0",0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73
"Dedham",4025,-71.52816,42.8258,35.2,35.2,0.22188,20,6.96,"1",0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58
"Dover",4051,-71.54,42.85,50,50,0.01501,90,1.21,"1",0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16
"Duxbury",5071,-71.77,43.08,30.1,30.1,0.01709,90,2.02,"0",0.41,6.728,36.1,12.1265,5,187,17,384.46,4.5
"Everett",3421,-71.3028,42.6230285714286,22,22,0.06899,0,25.65,"0",0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37
"Everett",3422,-71.3097,42.6252285714286,20.3,20.3,0.07165,0,25.65,"0",0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27
"Everett",3423,-71.3162,42.6217285714286,20.5,20.5,0.09299,0,25.65,"0",0.581,5.961,92.9,2.0869,2,188,19.1,378.09,17.93
"Everett",3424,-71.3155,42.6182285714286,17.3,17.3,0.15038,0,25.65,"0",0.581,5.856,97,1.9444,2,188,19.1,370.31,25.41
"Everett",3425,-71.3093,42.6197285714286,18.8,18.8,0.09849,0,25.65,"0",0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58
"Everett",3426,-71.3047,42.6178285714286,21.4,21.4,0.16902,0,25.65,"0",0.581,5.986,88.4,1.9929,2,188,19.1,385.02,14.81
"Everett",3427,-71.3118,42.6142285714286,15.7,15.7,0.38735,0,25.65,"0",0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26
"Framingham",3831,-71.45918,42.76513,17.6,17.6,0.20608,22,5.86,"0",0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5
"Framingham",3832,-71.47318,42.76393,18.5,18.5,0.19133,22,5.86,"0",0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46
"Framingham",3833,-71.47768,42.77113,24.3,24.3,0.33983,22,5.86,"0",0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16
"Framingham",3834,-71.46268,42.77243,20.5,20.5,0.19657,22,5.86,"0",0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15
"Framingham",3835,-71.47068,42.77883,24.5,24.5,0.16439,22,5.86,"0",0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52
"Framingham",3836,-71.46318,42.78463,26.2,26.2,0.19073,22,5.86,"0",0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56
"Framingham",3837,-71.45368,42.79313,24.4,24.4,0.1403,22,5.86,"0",0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9
"Framingham",3838,-71.45918,42.80033,24.8,24.8,0.21409,22,5.86,"0",0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59
"Framingham",3839,-71.48418,42.79563,29.6,29.6,0.08221,22,5.86,"0",0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53
"Framingham",3840,-71.49638,42.77483,42.8,42.8,0.36894,22,5.86,"0",0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54
"Hamilton",2151,-71.16,42.47,24.7,24.7,0.02055,85,0.74,"0",0.41,6.383,35.7,9.1876,2,313,17.3,396.9,5.77
"Hanover",5031,-71.73,43.04,23.1,23.1,0.0187,85,4.15,"0",0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36
"Hingham",5011,-71.71225,43.03225,23.9,23.9,0.02543,55,3.78,"0",0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18
"Hingham",5012,-71.70775,43.00775,31.2,31.2,0.03049,55,3.78,"0",0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61
"Holbrook",4211,-71.67775,42.9785,17.1,17.1,0.05023,35,6.06,"0",0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43
"Holbrook",4212,-71.66225,42.9815,19.4,19.4,0.03466,35,6.06,"0",0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83
"Hull",5001,-71.7,43.01,16.5,16.5,0.02498,0,1.89,"0",0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65
"Lexington",3581,-71.3466833333333,42.6595666666667,32,32,0.07875,45,3.44,"0",0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68
"Lexington",3583,-71.3654833333333,42.6580666666667,29.8,29.8,0.12579,45,3.44,"0",0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56
"Lexington",3584,-71.3696833333333,42.6681666666667,34.9,34.9,0.0837,45,3.44,"0",0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39
"Lexington",3585,-71.3462833333333,42.6730666666667,37,33,0.09068,45,3.44,"0",0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1
"Lexington",3586,-71.3731833333333,42.6795666666667,30.5,30.5,0.06911,45,3.44,"0",0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69
"Lexington",3587,-71.3586833333333,42.6815666666667,36.4,36.4,0.08664,45,3.44,"0",0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87
"Lincoln",3602,-71.38,42.69,50,50,0.01381,80,0.46,"0",0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97
"Lynn",2051,-71.0819909090909,42.4099227272727,20.4,20.4,0.62976,0,8.14,"0",0.538,5.949,61.8,4.7075,4,307,21,396.9,8.26
"Lynn",2052,-71.0894909090909,42.4049227272727,18.2,18.2,0.63796,0,8.14,"0",0.538,6.096,84.5,4.4619,4,307,21,380.02,10.26
"Lynn",2053,-71.0939909090909,42.4119227272727,19.9,19.9,0.62739,0,8.14,"0",0.538,5.834,56.5,4.4986,4,307,21,395.62,8.47
"Lynn",2054,-71.1044909090909,42.4164227272727,23.1,23.1,1.05393,0,8.14,"0",0.538,5.935,29.3,4.4986,4,307,21,386.85,6.58
"Lynn",2055,-71.0954909090909,42.4029227272727,17.5,17.5,0.7842,0,8.14,"0",0.538,5.99,81.7,4.2579,4,307,21,386.75,14.67
"Lynn",2056,-71.1099909090909,42.4004227272727,20.2,20.2,0.80271,0,8.14,"0",0.538,5.456,36.6,3.7965,4,307,21,288.99,11.69
"Lynn",2057,-71.1054909090909,42.3955227272727,18.2,18.2,0.7258,0,8.14,"0",0.538,5.727,69.5,3.7965,4,307,21,390.95,11.28
"Lynn",2058,-71.1009909090909,42.3949227272727,13.6,13.6,1.25179,0,8.14,"0",0.538,5.57,98.1,3.7979,4,307,21,376.57,21.02
"Lynn",2059,-71.0994909090909,42.3989227272727,19.6,19.6,0.85204,0,8.14,"0",0.538,5.965,89.2,4.0123,4,307,21,392.53,13.83
"Lynn",2060,-71.0949909090909,42.3969227272727,15.2,15.2,1.23247,0,8.14,"0",0.538,6.142,91.7,3.9769,4,307,21,396.9,18.72
"Lynn",2061,-71.0904909090909,42.3969227272727,14.5,14.5,0.98843,0,8.14,"0",0.538,5.813,100,4.0952,4,307,21,394.54,19.88
"Lynn",2062,-71.0867909090909,42.3995227272727,15.6,15.6,0.75026,0,8.14,"0",0.538,5.924,94.1,4.3996,4,307,21,394.33,16.3
"Lynn",2063,-71.0814909090909,42.4019227272727,13.9,13.9,0.84054,0,8.14,"0",0.538,5.599,85.7,4.4546,4,307,21,303.42,16.51
"Lynn",2064,-71.0771909090909,42.4049227272727,16.6,16.6,0.67191,0,8.14,"0",0.538,5.813,90.3,4.682,4,307,21,376.88,14.81
"Lynn",2065,-71.0771909090909,42.4004227272727,14.8,14.8,0.95577,0,8.14,"0",0.538,6.047,88.8,4.4534,4,307,21,306.38,17.28
"Lynn",2066,-71.0744909090909,42.3979227272727,18.4,18.4,0.77299,0,8.14,"0",0.538,6.495,94.4,4.4547,4,307,21,387.94,12.8
"Lynn",2067,-71.0684909090909,42.3959227272727,21,21,1.00245,0,8.14,"0",0.538,6.674,87.3,4.239,4,307,21,380.23,11.98
"Lynn",2068,-71.0844909090909,42.3969227272727,12.7,12.7,1.13081,0,8.14,"0",0.538,5.713,94.1,4.233,4,307,21,360.17,22.6
"Lynn",2069,-71.0814909090909,42.3944227272727,14.5,14.5,1.35472,0,8.14,"0",0.538,6.072,100,4.175,4,307,21,376.73,13.04
"Lynn",2070,-71.0894909090909,42.3944227272727,13.2,13.2,1.38799,0,8.14,"0",0.538,5.95,82,3.99,4,307,21,232.6,27.71
"Lynn",2071,-71.0969909090909,42.3939227272727,13.1,13.1,1.15172,0,8.14,"0",0.538,5.701,95,3.7872,4,307,21,358.77,18.35
"Lynn",2072,-71.0949909090909,42.3899227272727,13.5,13.5,1.61282,0,8.14,"0",0.538,6.096,96.9,3.7598,4,307,21,248.31,20.34
"Lynnfield",2091,-71.1015,42.4145,30.8,30.8,0.02763,75,2.95,"0",0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32
"Lynnfield",2092,-71.1185,42.4255,34.9,34.9,0.03359,75,2.95,"0",0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98
"Malden",3411,-71.3112333333333,42.6133333333333,22.8,22.8,0.10084,0,10.01,"0",0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16
"Malden",3412,-71.3127333333333,42.6053333333333,18.8,18.8,0.12329,0,10.01,"0",0.547,5.913,92.9,2.3534,6,432,17.8,394.95,16.21
"Malden",3413,-71.3065333333333,42.6103333333333,18.7,18.7,0.22212,0,10.01,"0",0.547,6.092,95.4,2.548,6,432,17.8,396.9,17.09
"Malden",3414,-71.3033333333333,42.6035333333333,18.5,18.5,0.14231,0,10.01,"0",0.547,6.254,84.2,2.2565,6,432,17.8,388.74,10.45
"Malden",3415,-71.2992333333333,42.6068333333333,18.3,18.3,0.17134,0,10.01,"0",0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76
"Malden",3416,-71.2997333333333,42.6131333333333,21.2,21.2,0.13158,0,10.01,"0",0.547,6.176,72.5,2.7301,6,432,17.8,393.3,12.04
"Malden",3417,-71.2922333333333,42.6143333333333,19.2,19.2,0.15098,0,10.01,"0",0.547,6.021,82.6,2.7474,6,432,17.8,394.51,10.3
"Malden",3418,-71.2922333333333,42.6103333333333,20.4,20.4,0.13058,0,10.01,"0",0.547,5.872,73.1,2.4775,6,432,17.8,338.63,15.37
"Malden",3419,-71.2827333333333,42.6128333333333,19.3,19.3,0.14476,0,10.01,"0",0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61
"Manchester",2181,-71.19,42.5,33,33,0.01951,17.5,1.38,"0",0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05
"Marblehead",2031,-71.0758333333333,42.3746666666667,33.4,33.4,0.03237,0,2.18,"0",0.458,6.998,45.8,6.0622,3,222,18.7,394.63,2.94
"Marblehead",2032,-71.0698333333333,42.3796666666667,36.2,36.2,0.06905,0,2.18,"0",0.458,7.147,54.2,6.0622,3,222,18.7,396.9,5.33
"Marblehead",2033,-71.0643333333333,42.3856666666667,28.7,28.7,0.02985,0,2.18,"0",0.458,6.43,58.7,6.0622,3,222,18.7,394.12,5.21
"Marshfield",5061,-71.77,43.07925,24.1,24.1,0.0795,60,1.69,"0",0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
"Marshfield",5062,-71.75,43.06075,18.6,18.6,0.07244,60,1.69,"0",0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
"Medfield",4061,-71.55,42.86,32.2,32.2,0.00906,90,2.97,"0",0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85
"Medford",3391,-71.2904636363636,42.6049454545455,27.5,27.5,0.14866,0,8.56,"0",0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42
"Medford",3392,-71.3046636363636,42.5954454545455,26.5,26.5,0.11432,0,8.56,"0",0.52,6.781,71.3,2.8561,5,384,20.9,395.58,7.67
"Medford",3393,-71.3048636363636,42.6019454545455,18.6,18.6,0.22876,0,8.56,"0",0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63
"Medford",3394,-71.3006636363636,42.5994454545455,19.3,19.3,0.21161,0,8.56,"0",0.52,6.137,87.4,2.7147,5,384,20.9,394.47,13.44
"Medford",3395,-71.2926636363636,42.5984454545455,20.1,20.1,0.1396,0,8.56,"0",0.52,6.167,90,2.421,5,384,20.9,392.69,12.33
"Medford",3396,-71.2898636363636,42.5929454545455,19.5,19.5,0.13262,0,8.56,"0",0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47
"Medford",3397,-71.2858636363636,42.5935454545455,19.5,19.5,0.1712,0,8.56,"0",0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
"Medford",3398,-71.2789636363636,42.5969454545455,20.4,20.4,0.13117,0,8.56,"0",0.52,6.127,85.2,2.1224,5,384,20.9,387.69,14.09
"Medford",3399,-71.2786636363636,42.6009454545455,19.8,19.8,0.12802,0,8.56,"0",0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27
"Medford",3400,-71.2836636363636,42.6044454545455,19.4,19.4,0.26363,0,8.56,"0",0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55
"Medford",3401,-71.2796636363636,42.6109454545455,21.7,21.7,0.10793,0,8.56,"0",0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13
"Melrose",3361,-71.26475,42.5742,23.6,23.6,0.0566,0,3.41,"0",0.489,7.007,86.3,3.4217,2,270,17.8,396.9,5.5
"Melrose",3362,-71.25725,42.5731,28.7,28.7,0.05302,0,3.41,"0",0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7
"Melrose",3363,-71.25275,42.5666,22.6,22.6,0.04684,0,3.41,"0",0.489,6.417,66.1,3.0923,2,270,17.8,392.18,8.81
"Melrose",3364,-71.26525,42.5661,22,22,0.03932,0,3.41,"0",0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2
"Middleton",2121,-71.14,42.45,18.9,18.9,0.0136,75,4,"0",0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8
"Millis",4071,-71.56,42.87,22,22,0.01096,55,2.25,"0",0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23
"Milton",4161,-71.632375,42.93175,36.1,36.1,0.05515,33,2.18,"0",0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93
"Milton",4162,-71.642875,42.93925,28.4,28.4,0.05479,33,2.18,"0",0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93
"Milton",4163,-71.630875,42.94575,33.4,33.4,0.07503,33,2.18,"0",0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47
"Milton",4164,-71.613875,42.94325,28.2,28.2,0.04932,33,2.18,"0",0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53
"Nahant",2011,-71.05,42.36,24,24,0.00632,18,2.31,"0",0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98
"Natick",3821,-71.4536,42.7818833333333,23.7,23.7,0.08244,30,4.93,"0",0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36
"Natick",3822,-71.4516,42.7813833333333,23.3,23.3,0.09252,30,4.93,"0",0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37
"Natick",3823,-71.4447,42.7583833333333,22,27,0.11329,30,4.93,"0",0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38
"Natick",3824,-71.4619,42.7588833333333,20.1,20.1,0.10612,30,4.93,"0",0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4
